,날짜,title,questions,answer,title_questions
7188,2021-10,전세 보증금 못 받게 될까요?,전세 들어갈 때 근저당 없고 확정일자까지 받은 상황에서 전세금을 못 돌려받게 되는 경우는 어떻게 일이 잘못됐을때 인가요?근저당이 있다면 주인이 돈을 못 갚아서 임차인이 돈을 못 받게 되는 문제가 생기지만근저당이 없는 경우는 잘못될 수 있는 예시가 없지 않나 싶어서요괜찮겠지 싶어 보증보험 가입 안했는데 지금은 가입할 수 있는 기간이 지났어요 좀 걱정이 되어 여쭤봅니다,저당잡힌 건이없음 딱히 보증금 떼일 염려는 없습니다.?,전세 보증금 못 받게 될까요?_전세 들어갈 때 근저당 없고 확정일자까지 받은 상황에서 전세금을 못 돌려받게 되는 경우는 어떻게 일이 잘못됐을때 인가요?근저당이 있다면 주인이 돈을 못 갚아서 임차인이 돈을 못 받게 되는 문제가 생기지만근저당이 없는 경우는 잘못될 수 있는 예시가 없지 않나 싶어서요괜찮겠지 싶어 보증보험 가입 안했는데 지금은 가입할 수 있는 기간이 지났어요 좀 걱정이 되어 여쭤봅니다
7189,2021-10,전세 보증금 못 받게 될까요?,전세 들어갈 때 근저당 없고 확정일자까지 받은 상황에서 전세금을 못 돌려받게 되는 경우는 어떻게 일이 잘못됐을때 인가요?근저당이 있다면 주인이 돈을 못 갚아서 임차인이 돈을 못 받게 되는 문제가 생기지만근저당이 없는 경우는 잘못될 수 있는 예시가 없지 않나 싶어서요괜찮겠지 싶어 보증보험 가입 안했는데 지금은 가입할 수 있는 기간이 지났어요 좀 걱정이 되어 여쭤봅니다,<답변없음>,전세 보증금 못 받게 될까요?_전세 들어갈 때 근저당 없고 확정일자까지 받은 상황에서 전세금을 못 돌려받게 되는 경우는 어떻게 일이 잘못됐을때 인가요?근저당이 있다면 주인이 돈을 못 갚아서 임차인이 돈을 못 받게 되는 문제가 생기지만근저당이 없는 경우는 잘못될 수 있는 예시가 없지 않나 싶어서요괜찮겠지 싶어 보증보험 가입 안했는데 지금은 가입할 수 있는 기간이 지났어요 좀 걱정이 되어 여쭤봅니다
9438,2022-03,전세보증금을 못돌려받고있어요,전세보증금을 못돌려받고 있는데 전입신고와 확정일자는 유지하고 있습니다.근데 제가 법에 대해서는 잘몰라서 내용증명이랑 임차권등기를 신청하고 싶은데가까운 아무 변호사사무실에 가서 비용을 지불하고 도와달라고 하면 되나요?소송은 안하고 저 두가지만 도움을 받을 경우에는 비용이 얼마정도 드나요?,내용증명은 그냥 인터넷에서 작성하라는대로 작성하세요. 굳이 변호사한테까지 갈 필요 없습니다.?내용증명 지불하시고 3개월 지나시면 임차권등기 하시면 됩니다.,전세보증금을 못돌려받고있어요_전세보증금을 못돌려받고 있는데 전입신고와 확정일자는 유지하고 있습니다.근데 제가 법에 대해서는 잘몰라서 내용증명이랑 임차권등기를 신청하고 싶은데가까운 아무 변호사사무실에 가서 비용을 지불하고 도와달라고 하면 되나요?소송은 안하고 저 두가지만 도움을 받을 경우에는 비용이 얼마정도 드나요?
9439,2022-03,전세보증금을 못돌려받고있어요,전세보증금을 못돌려받고 있는데 전입신고와 확정일자는 유지하고 있습니다.근데 제가 법에 대해서는 잘몰라서 내용증명이랑 임차권등기를 신청하고 싶은데가까운 아무 변호사사무실에 가서 비용을 지불하고 도와달라고 하면 되나요?소송은 안하고 저 두가지만 도움을 받을 경우에는 비용이 얼마정도 드나요?,변호사 이용하시면 5~10만원이면 이용 가능합니다.서류가 간단합니다.,전세보증금을 못돌려받고있어요_전세보증금을 못돌려받고 있는데 전입신고와 확정일자는 유지하고 있습니다.근데 제가 법에 대해서는 잘몰라서 내용증명이랑 임차권등기를 신청하고 싶은데가까운 아무 변호사사무실에 가서 비용을 지불하고 도와달라고 하면 되나요?소송은 안하고 저 두가지만 도움을 받을 경우에는 비용이 얼마정도 드나요?
9440,2022-03,전세보증금을 못돌려받고있어요,전세보증금을 못돌려받고 있는데 전입신고와 확정일자는 유지하고 있습니다.근데 제가 법에 대해서는 잘몰라서 내용증명이랑 임차권등기를 신청하고 싶은데가까운 아무 변호사사무실에 가서 비용을 지불하고 도와달라고 하면 되나요?소송은 안하고 저 두가지만 도움을 받을 경우에는 비용이 얼마정도 드나요?,<답변없음>,전세보증금을 못돌려받고있어요_전세보증금을 못돌려받고 있는데 전입신고와 확정일자는 유지하고 있습니다.근데 제가 법에 대해서는 잘몰라서 내용증명이랑 임차권등기를 신청하고 싶은데가까운 아무 변호사사무실에 가서 비용을 지불하고 도와달라고 하면 되나요?소송은 안하고 저 두가지만 도움을 받을 경우에는 비용이 얼마정도 드나요?
9441,2022-03,전세보증금을 못돌려받고있어요,전세보증금을 못돌려받고 있는데 전입신고와 확정일자는 유지하고 있습니다.근데 제가 법에 대해서는 잘몰라서 내용증명이랑 임차권등기를 신청하고 싶은데가까운 아무 변호사사무실에 가서 비용을 지불하고 도와달라고 하면 되나요?소송은 안하고 저 두가지만 도움을 받을 경우에는 비용이 얼마정도 드나요?,"안녕하세요 질문자님.??임대차계약이 종료되었는데 집주인이 보증금을 돌려주지 않는다면 '내용증명'을 보내임대차계약 종료를 통보하고 보증금 반환을 요청하실 수 있습니다.?'내용증명'이란 상대방에게 하고 싶은 말을 육하원칙에 맞추어 적어 보내는 편지라고 생각하시면 쉽습니다.그럴 일은 없겠지만 불미스러운 법률 분쟁이 생기게 된다면 추후 법적인 절차에서 증거로도 쓰일 수 있습니다.????내용증명의 힘에선 내용증명을 쉽고 간편하게 무료로 작성하실 수 있고,우체국에 직접 가지 않아도 되는 접수 대행 서비스를 제공하고 있으니 편리하게 보내보실 수 있습니다.",전세보증금을 못돌려받고있어요_전세보증금을 못돌려받고 있는데 전입신고와 확정일자는 유지하고 있습니다.근데 제가 법에 대해서는 잘몰라서 내용증명이랑 임차권등기를 신청하고 싶은데가까운 아무 변호사사무실에 가서 비용을 지불하고 도와달라고 하면 되나요?소송은 안하고 저 두가지만 도움을 받을 경우에는 비용이 얼마정도 드나요?
9751,2022-03,전세보증금 안돌려주면?,안녕하세요 한가지 질문이 있어서요 뉴스 보니 전세보증금을 받지 못하여 이사를 못가는 세입자가 있더라구요저같으면 이사가지 않고 계속 돈받을때까지 그 집에 계속 있어도 되지 않을까요???전세금 받은 후에 이사가도 되지 않을까요?전세보증금을 받을때까지 이사가지 않고 눌러 살아도 되는거 아닌가요? 전세가 아닌 자가처럼 말이죠,맞습니다.그렇게 버티실수 있습니다.뉴스에 나오는경우는 다른집을 계약했거나 이사를 가야하는 상황인경우가 대부분입니다.,전세보증금 안돌려주면?_안녕하세요 한가지 질문이 있어서요 뉴스 보니 전세보증금을 받지 못하여 이사를 못가는 세입자가 있더라구요저같으면 이사가지 않고 계속 돈받을때까지 그 집에 계속 있어도 되지 않을까요???전세금 받은 후에 이사가도 되지 않을까요?전세보증금을 받을때까지 이사가지 않고 눌러 살아도 되는거 아닌가요? 전세가 아닌 자가처럼 말이죠
9752,2022-03,전세보증금 안돌려주면?,안녕하세요 한가지 질문이 있어서요 뉴스 보니 전세보증금을 받지 못하여 이사를 못가는 세입자가 있더라구요저같으면 이사가지 않고 계속 돈받을때까지 그 집에 계속 있어도 되지 않을까요???전세금 받은 후에 이사가도 되지 않을까요?전세보증금을 받을때까지 이사가지 않고 눌러 살아도 되는거 아닌가요? 전세가 아닌 자가처럼 말이죠,"저같으면 이사가지 않고 계속 돈받을때까지 그 집에 계속 있어도 되지 않을까요?  ?전세금 받은 후에 이사가도 되지 않을까요??전세보증금을 받을때까지 이사가지 않고 눌러 살아도 되는거 아닌가요? 전세가 아닌 자가처럼 말이죠??==> 당연히 그렇게 해야죠.근데, 사람 일이라는게 직장, 가정사등등 여러 일때문에 반드시 옮겨야 하는 상황이라던가, 집주인과의 마찰 혹은 층간소음 등등 여러가지 사유로 꼭 옮기고 싶은데 돈을 안빼주면 못나가는거잖아요.그런 상황이 정말 짜증나는거죠. 돈 안주면 작성자님말처럼 줄 때까지 계속 살면 되죠.",전세보증금 안돌려주면?_안녕하세요 한가지 질문이 있어서요 뉴스 보니 전세보증금을 받지 못하여 이사를 못가는 세입자가 있더라구요저같으면 이사가지 않고 계속 돈받을때까지 그 집에 계속 있어도 되지 않을까요???전세금 받은 후에 이사가도 되지 않을까요?전세보증금을 받을때까지 이사가지 않고 눌러 살아도 되는거 아닌가요? 전세가 아닌 자가처럼 말이죠
9753,2022-03,전세보증금 안돌려주면?,안녕하세요 한가지 질문이 있어서요 뉴스 보니 전세보증금을 받지 못하여 이사를 못가는 세입자가 있더라구요저같으면 이사가지 않고 계속 돈받을때까지 그 집에 계속 있어도 되지 않을까요???전세금 받은 후에 이사가도 되지 않을까요?전세보증금을 받을때까지 이사가지 않고 눌러 살아도 되는거 아닌가요? 전세가 아닌 자가처럼 말이죠,전세 만기후 임대인이 보증금을 안 돌려주면 계속 거주 가능하고 퇴거전에 임차권등기를 해야  보증금을 보호받습니다,전세보증금 안돌려주면?_안녕하세요 한가지 질문이 있어서요 뉴스 보니 전세보증금을 받지 못하여 이사를 못가는 세입자가 있더라구요저같으면 이사가지 않고 계속 돈받을때까지 그 집에 계속 있어도 되지 않을까요???전세금 받은 후에 이사가도 되지 않을까요?전세보증금을 받을때까지 이사가지 않고 눌러 살아도 되는거 아닌가요? 전세가 아닌 자가처럼 말이죠
9754,2022-03,전세보증금 안돌려주면?,안녕하세요 한가지 질문이 있어서요 뉴스 보니 전세보증금을 받지 못하여 이사를 못가는 세입자가 있더라구요저같으면 이사가지 않고 계속 돈받을때까지 그 집에 계속 있어도 되지 않을까요???전세금 받은 후에 이사가도 되지 않을까요?전세보증금을 받을때까지 이사가지 않고 눌러 살아도 되는거 아닌가요? 전세가 아닌 자가처럼 말이죠,<답변없음>,전세보증금 안돌려주면?_안녕하세요 한가지 질문이 있어서요 뉴스 보니 전세보증금을 받지 못하여 이사를 못가는 세입자가 있더라구요저같으면 이사가지 않고 계속 돈받을때까지 그 집에 계속 있어도 되지 않을까요???전세금 받은 후에 이사가도 되지 않을까요?전세보증금을 받을때까지 이사가지 않고 눌러 살아도 되는거 아닌가요? 전세가 아닌 자가처럼 말이죠
10868,2022-03,전세보증금,시세14억저는 3순위 보증금8500만1순위 8500만2순위 8500만있습니다투룸 4 주인1 미투5 원룸3 있구요 실제근저당6억제 보증금은 안전할까요?,<답변없음>,전세보증금_시세14억저는 3순위 보증금8500만1순위 8500만2순위 8500만있습니다투룸 4 주인1 미투5 원룸3 있구요 실제근저당6억제 보증금은 안전할까요?
10869,2022-03,전세보증금,시세14억저는 3순위 보증금8500만1순위 8500만2순위 8500만있습니다투룸 4 주인1 미투5 원룸3 있구요 실제근저당6억제 보증금은 안전할까요?,질문에 답변드리겠습니다. 상기 질문요지를 고려할 때 안전하다고 할 수는 있지만 실거래가격이 적절한지 등 종합적으로 판단해야 하는 사항입니다.,전세보증금_시세14억저는 3순위 보증금8500만1순위 8500만2순위 8500만있습니다투룸 4 주인1 미투5 원룸3 있구요 실제근저당6억제 보증금은 안전할까요?
